occ2_tgt3_hid0_seed89_stack_uc0_semantic | goal=stack seed=89 | placed green_object@free_001 line=130 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed63_holding_uc0_semantic_mbs0.135 | goal=holding seed=63 | placed red_object@free_015 line=697 -> reblocks ['shadow_of_red_object'] (target true hiding place=True, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed63_holding_uc0_semantic_mbs0.18 | goal=holding seed=63 | placed orange_object@free_008 line=139 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed63_holding_uc0_semantic_mbs0.18 | goal=holding seed=63 | placed green_object@free_009 line=515 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02'] (target true hiding place=False, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed63_holding_uc0_semantic_mbs0.18 | goal=holding seed=63 | placed red_object@free_020 line=711 -> reblocks ['shadow_of_red_object'] (target true hiding place=True, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed64_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=64 | placed orange_object@free_032 line=387 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (0 unsearched shadows remaining)
randpairs_occ3_seed64_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=64 | placed green_object@free_061 line=928 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02', 'shadow_of_green_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (0 unsearched shadows remaining)
randpairs_occ3_seed64_find-and-tray-stack_uc0_semantic_mbs0.01 | goal=find-and-tray-stack seed=64 | placed green_object@free_114 line=353 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02', 'shadow_of_green_object__03', 'shadow_of_green_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (0 unsearched shadows remaining)
randpairs_occ3_seed64_find-and-tray-stack_uc0_semantic_mbs0.01 | goal=find-and-tray-stack seed=64 | placed orange_object@free_172 line=705 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (0 unsearched shadows remaining)
randpairs_occ3_seed64_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=64 | placed orange_object@free_006 line=232 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (0 unsearched shadows remaining)
randpairs_occ3_seed64_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=64 | placed green_object@free_033 line=321 -> reblocks ['shadow_of_green_object__01', 'shadow_of_green_object__02', 'shadow_of_green_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (0 unsearched shadows remaining)
randpairs_occ3_seed64_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=64 | placed green_object@free_031 line=723 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02', 'shadow_of_green_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (0 unsearched shadows remaining)
randpairs_occ3_seed64_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=64 | placed orange_object@free_049 line=2320 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (0 unsearched shadows remaining)
randpairs_occ3_seed64_holding_uc0_semantic | goal=holding seed=64 | placed green_object@free_007 line=147 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02', 'shadow_of_green_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: All 0 shadows searched — target not found
randpairs_occ3_seed64_holding_uc0_semantic | goal=holding seed=64 | placed orange_object@free_005 line=403 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: All 0 shadows searched — target not found
randpairs_occ3_seed64_holding_uc0_semantic_mbs0.01 | goal=holding seed=64 | placed orange_object@free_005 line=235 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: All 0 shadows searched — target not found
randpairs_occ3_seed64_holding_uc0_semantic_mbs0.01 | goal=holding seed=64 | placed green_object@free_071 line=330 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02', 'shadow_of_green_object__03', 'shadow_of_green_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: All 0 shadows searched — target not found
randpairs_occ3_seed64_holding_uc0_semantic_mbs0.05 | goal=holding seed=64 | placed orange_object@free_008 line=396 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: All 0 shadows searched — target not found
randpairs_occ3_seed64_holding_uc0_semantic_mbs0.05 | goal=holding seed=64 | placed green_object@free_025 line=752 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02', 'shadow_of_green_object__03', 'shadow_of_green_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: All 0 shadows searched — target not found
randpairs_occ3_seed64_holding_uc0_semantic_mbs0.1 | goal=holding seed=64 | placed orange_object@free_007 line=325 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: All 0 shadows searched — target not found
randpairs_occ3_seed64_holding_uc0_semantic_mbs0.1 | goal=holding seed=64 | placed green_object@free_010 line=410 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02', 'shadow_of_green_object__03', 'shadow_of_green_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: All 0 shadows searched — target not found
randpairs_occ3_seed64_holding_uc0_semantic_mbs0.135 | goal=holding seed=64 | placed orange_object@free_003 line=139 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=True final_outcome=FAILED: All 0 shadows searched — target not found
randpairs_occ3_seed64_holding_uc0_semantic_mbs0.135 | goal=holding seed=64 | placed green_object@free_011 line=225 -> reblocks ['shadow_of_green_object__01', 'shadow_of_green_object__02', 'shadow_of_green_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: All 0 shadows searched — target not found
randpairs_occ3_seed64_holding_uc0_semantic_mbs0.18 | goal=holding seed=64 | placed green_object@free_006 line=230 -> reblocks ['shadow_of_green_object__00', 'shadow_of_green_object__01', 'shadow_of_green_object__02', 'shadow_of_green_object__03', 'shadow_of_green_object__04'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: All 0 shadows searched — target not found
randpairs_occ3_seed64_holding_uc0_semantic_mbs0.18 | goal=holding seed=64 | placed orange_object@free_001 line=1252 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: All 0 shadows searched — target not found
randpairs_occ3_seed66_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=304122021 | placed red_object@free_005 line=241 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__01', 'shadow_of_red_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=304122021 | placed orange_object@free_001 line=513 -> reblocks ['shadow_of_orange_object__00', 'shadow_of_orange_object__01', 'shadow_of_orange_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=304122021 | placed green_object@free_059 line=1061 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_find-and-tray-stack_uc0_semantic_mbs0.01 | goal=find-and-tray-stack seed=304122021 | placed green_object@free_006 line=252 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=304122021 | placed orange_object@free_025 line=241 -> reblocks ['shadow_of_orange_object__00', 'shadow_of_orange_object__01', 'shadow_of_orange_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=304122021 | placed green_object@free_004 line=453 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=304122021 | placed orange_object@free_001 line=239 -> reblocks ['shadow_of_orange_object__00', 'shadow_of_orange_object__01', 'shadow_of_orange_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=304122021 | placed green_object@free_005 line=443 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_find-and-tray-stack_uc0_semantic_mbs0.135 | goal=find-and-tray-stack seed=304122021 | placed orange_object@free_005 line=238 -> reblocks ['shadow_of_orange_object__00', 'shadow_of_orange_object__01', 'shadow_of_orange_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_find-and-tray-stack_uc0_semantic_mbs0.18 | goal=find-and-tray-stack seed=304122021 | placed orange_object@free_001 line=237 -> reblocks ['shadow_of_orange_object__00', 'shadow_of_orange_object__01', 'shadow_of_orange_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_find-and-tray-stack_uc0_semantic_mbs0.18 | goal=find-and-tray-stack seed=304122021 | placed red_object@free_006 line=442 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__01', 'shadow_of_red_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_find-and-tray-stack_uc0_semantic_mbs0.18 | goal=find-and-tray-stack seed=304122021 | placed green_object@free_022 line=654 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_find-and-tray-stack_uc0_uniform | goal=find-and-tray-stack seed=304122021 | placed orange_object@free_082 line=309 -> reblocks ['shadow_of_orange_object__00', 'shadow_of_orange_object__01', 'shadow_of_orange_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_find-and-tray-stack_uc0_uniform | goal=find-and-tray-stack seed=304122021 | placed green_object@free_181 line=499 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_holding_uc0_semantic | goal=holding seed=66 | placed red_object@free_004 line=135 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_holding_uc0_semantic | goal=holding seed=66 | placed green_object@free_006 line=218 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_holding_uc0_semantic | goal=holding seed=66 | placed orange_object@free_005 line=305 -> reblocks ['shadow_of_orange_object'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_holding_uc0_semantic_mbs0.01 | goal=holding seed=66 | placed green_object@free_003 line=142 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_holding_uc0_semantic_mbs0.01 | goal=holding seed=66 | placed red_object@free_106 line=232 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_holding_uc0_semantic_mbs0.01 | goal=holding seed=66 | placed orange_object@free_139 line=320 -> reblocks ['shadow_of_orange_object'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_holding_uc0_semantic_mbs0.05 | goal=holding seed=66 | placed green_object@free_005 line=137 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_holding_uc0_semantic_mbs0.05 | goal=holding seed=66 | placed red_object@free_006 line=221 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_holding_uc0_semantic_mbs0.05 | goal=holding seed=66 | placed orange_object@free_042 line=303 -> reblocks ['shadow_of_orange_object'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_holding_uc0_semantic_mbs0.1 | goal=holding seed=66 | placed green_object@free_003 line=135 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_holding_uc0_semantic_mbs0.1 | goal=holding seed=66 | placed red_object@free_010 line=221 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_holding_uc0_semantic_mbs0.1 | goal=holding seed=66 | placed orange_object@free_006 line=302 -> reblocks ['shadow_of_orange_object'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_holding_uc0_semantic_mbs0.135 | goal=holding seed=66 | placed orange_object@free_003 line=139 -> reblocks ['shadow_of_orange_object'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_holding_uc0_semantic_mbs0.18 | goal=holding seed=66 | placed green_object@free_003 line=135 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_holding_uc0_semantic_mbs0.18 | goal=holding seed=66 | placed red_object@free_010 line=222 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed66_holding_uc0_semantic_mbs0.18 | goal=holding seed=66 | placed orange_object@free_006 line=303 -> reblocks ['shadow_of_orange_object'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed69_find-and-tray-stack_uc0_semantic_mbs0.01 | goal=find-and-tray-stack seed=69 | placed red_object@free_089 line=234 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed69_find-and-tray-stack_uc0_semantic_mbs0.01 | goal=find-and-tray-stack seed=69 | placed green_object@free_112 line=330 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed69_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=69 | placed red_object@free_001 line=288 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed69_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=69 | placed green_object@free_006 line=309 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed69_find-and-tray-stack_uc0_semantic_mbs0.135 | goal=find-and-tray-stack seed=69 | placed red_object@free_014 line=389 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (1 unsearched shadows remaining)
randpairs_occ3_seed69_find-and-tray-stack_uc0_semantic_mbs0.135 | goal=find-and-tray-stack seed=69 | placed cyan_object@free_024 line=830 -> reblocks ['shadow_017'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (1 unsearched shadows remaining)
randpairs_occ3_seed69_find-and-tray-stack_uc0_semantic_mbs0.135 | goal=find-and-tray-stack seed=69 | placed cyan_object@free_020 line=877 -> reblocks ['shadow_017'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (1 unsearched shadows remaining)
randpairs_occ3_seed69_holding_uc0_semantic_mbs0.01 | goal=holding seed=69 | placed red_object@free_003 line=138 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=True final_outcome=FAILED: All 6 shadows searched — target not found
randpairs_occ3_seed69_holding_uc0_semantic_mbs0.01 | goal=holding seed=69 | placed cyan_object@free_073 line=228 -> reblocks ['shadow_062'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: All 6 shadows searched — target not found
randpairs_occ3_seed69_holding_uc0_semantic_mbs0.01 | goal=holding seed=69 | placed green_object@free_066 line=315 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: All 6 shadows searched — target not found
randpairs_occ3_seed69_holding_uc0_semantic_mbs0.05 | goal=holding seed=69 | placed red_object@free_005 line=229 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: All 9 shadows searched — target not found
randpairs_occ3_seed69_holding_uc0_semantic_mbs0.05 | goal=holding seed=69 | placed cyan_object@free_011 line=501 -> reblocks ['shadow_of_green_object', 'shadow_017'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: All 9 shadows searched — target not found
randpairs_occ3_seed69_holding_uc0_semantic_mbs0.18 | goal=holding seed=69 | placed red_object@free_005 line=231 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (1 unsearched shadows remaining)
randpairs_occ3_seed69_holding_uc0_semantic_mbs0.18 | goal=holding seed=69 | placed cyan_object@free_001 line=592 -> reblocks ['shadow_008'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (1 unsearched shadows remaining)
randpairs_occ3_seed75_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=75 | placed red_object@free_003 line=229 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed75_find-and-tray-stack_uc0_semantic_mbs0.01 | goal=find-and-tray-stack seed=75 | placed red_object@free_002 line=240 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed75_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=75 | placed red_object@free_003 line=230 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed75_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=75 | placed red_object@free_002 line=225 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed75_find-and-tray-stack_uc0_semantic_mbs0.135 | goal=find-and-tray-stack seed=75 | placed red_object@free_002 line=224 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed75_find-and-tray-stack_uc0_uniform | goal=find-and-tray-stack seed=75 | placed red_object@free_020 line=500 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed75_holding_uc0_semantic | goal=holding seed=75 | placed red_object@free_004 line=234 -> reblocks ['shadow_of_red_object'] (target true hiding place=True, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: 3 shadow(s) observed empty, 1 blocked-unresolved (target may still be there): ['shadow_of_red_object'] — see audit #21 (real fix #47 deferred 2026-05-06)
randpairs_occ3_seed75_holding_uc0_semantic_mbs0.01 | goal=holding seed=75 | placed red_object@free_002 line=239 -> reblocks ['shadow_of_red_object'] (target true hiding place=True, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed75_holding_uc0_semantic_mbs0.05 | goal=holding seed=75 | placed red_object@free_004 line=289 -> reblocks ['shadow_of_red_object'] (target true hiding place=True, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed75_holding_uc0_semantic_mbs0.1 | goal=holding seed=75 | placed red_object@free_002 line=132 -> reblocks ['shadow_of_red_object'] (target true hiding place=True, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed75_holding_uc0_semantic_mbs0.135 | goal=holding seed=75 | placed red_object@free_002 line=132 -> reblocks ['shadow_of_red_object'] (target true hiding place=True, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed75_holding_uc0_semantic_mbs0.18 | goal=holding seed=75 | placed red_object@free_002 line=132 -> reblocks ['shadow_of_red_object'] (target true hiding place=True, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed75_holding_uc0_uniform | goal=holding seed=75 | placed orange_object@free_030 line=245 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: Belief said target was found but physics check disagreed (see PHYSICAL_FAILURE above) — audit S-18
randpairs_occ3_seed75_holding_uc0_uniform | goal=holding seed=75 | placed green_object@free_133 line=858 -> reblocks ['shadow_303'] (target true hiding place=False, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: Belief said target was found but physics check disagreed (see PHYSICAL_FAILURE above) — audit S-18
randpairs_occ3_seed87_find-and-tray-stack_uc0_semantic_mbs0.01 | goal=find-and-tray-stack seed=87 | placed green_object@free_003 line=506 -> reblocks ['shadow_of_green_object__02', 'shadow_of_green_object__03'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ3_seed87_find-and-tray-stack_uc0_semantic_mbs0.01 | goal=find-and-tray-stack seed=87 | placed red_object@free_286 line=1308 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
